,0,1
Trump 1," @ D_Evil_Overlord @ WorldAndScience @ SonyaCraig15 ~The only thing that can kill Trump. Don't touch him, he's...",2016-05-11 07:59:45
Trump 2, Donald J. Trump is the projected winner in the West Virginia Republican primary. http://www.firstcoastnews.com,2016-05-11 07:56:59
Trump 3," The car bearing (had har har) this ""decoration"" was also bearing a Trump sign. Apparently making… https://www.instagram.com/p/BFPvgYcsSio/",2016-05-11 07:56:57
Trump 4, JUST IN: Donald Trump wins West Virginia primary http://nyp.st/27c4TZi,2016-05-11 07:53:06
Trump 5, Trump says he’s narrowed his list of potential running mates to “five or six people” with deep political resumes http://nyp.st/1T9IuEG,2016-05-11 07:53:05
Trump 6, According to CNN: Trumps wins by 35% against 16 other candidates...not good enough. Hillary loses to Bernie...oh it doesn't matter.,2016-05-11 07:49:47
Trump 7, @ Millennials4Her And they did. WVA will be voting solid Trump in the fall,2016-05-11 07:49:40
Trump 8, @ CBSPolitics @ Millennials4Her @ BernieSanders @ realDonaldTrump Meaningless. No Democrat will win WVA in the fall,2016-05-11 07:47:14
Trump 9," # Trump in 2016 Temp:Crab Orchard, Ky."":63.0°F Wind:1.1mph Pressure: 30.00hpa Falling slowly Rain Today 0.30in. Forecast: Unsettled, precip",2016-05-11 07:45:01
Trump 10, It's so funny to hear CNN say Bernie is winning states because Hillary has shifted her focus towards Trump.,2016-05-11 07:44:17
Trump 11," DECISION 2016: Sanders, Trump projected winners of West Virginia primary http://on.nbc10.com/RYvD8W9",2016-05-11 07:44:06
Trump 12," 8/10 West Virginia GOP voters are optimistic or excited about Trump's agenda, per exit polls http://abcn.ws/1rRBDGI",2016-05-11 07:43:32
Trump 13," # Trump in 2016 Temp:Crab Orchard, Ky."":64.0°F Wind:1.1mph Pressure: 30.03hpa Steady Rain Today 0.30in. Forecast: Fine, possible showers",2016-05-11 07:30:02
Trump 14," @ realDonaldTrump we are working on ryans removal as speaker and his seat. U have the upper hand. Put him on the HOT seat, no more fudging",2016-05-11 07:29:36
Trump 15, Trump does make nice golf courses I will give him that @Trump National Washington DC https://www.instagram.com/p/BFPsLHVoC54/,2016-05-11 07:27:50
Trump 16," # Trump in 2016 Temp:Crab Orchard, Ky."":68.4°F Wind:4.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-05-11 07:15:02
Trump 17," Trump manager Manafort: ""It's the ultimate reality show -- it's the presidency of the US.""",2016-05-11 07:11:59
Trump 18, @ realDonaldTrump hey brother shake things up pick a woman for supreme court justices nominee. If u can find one that's qualified,2016-05-11 07:07:30
Trump 19, A white nationalist is one of Donald Trump's pledged delegates in California http://lat.ms/1T7ZiiC,2016-05-11 07:05:13
Trump 20, Drinking a Bud Light by @ AnheuserBusch @Trump Taj Mahal Casino Resort — http://untp.beer/s/c309602188,2016-05-11 07:05:05
Trump 21," # Trump in 2016 Temp:Crab Orchard, Ky."":73.2°F Wind:1.6mph Pressure: 30.00hpa Falling slowly Rain Today 0.00in. Forecast: Unsettled, precip",2016-05-11 07:00:03
Trump 22," It's certainly possible that a big chunk of WV Dems could vote Trump in November, as exits suggest. http://j.mp/1OfRr0h",2016-05-11 06:56:45
Trump 23, Hello Mr Trump! # TrumpTower # fifthavenue # NewYork # SneakPeak # Cityscapes # AmericanTravel… https://www.instagram.com/p/BFPoiwyG1oH/,2016-05-11 06:56:08
Trump 24, @ realDonaldTrump she is not crooked. You are. Bankrupt 4 times. 3 marriages. Oh man the list,2016-05-11 06:51:10
Trump 25, @ oliverdarcy @ jaketapper It was rude and offensive....All Trump...All day!,2016-05-11 06:48:30
Trump 26," # Trump in 2016 Temp:Crab Orchard, Ky."":75.7°F Wind:0.0mph Pressure: 30.03hpa Falling slowly Rain Today 0.00in. Forecast: Showery, becoming",2016-05-11 06:45:02
Trump 27, @ realDonaldTrump Her Lawyer talk is so open makes me sick.,2016-05-11 06:34:11
Trump 28, Women want their husbands to work Vote Trump and that will happen.,2016-05-11 06:31:45
Trump 29," # Trump in 2016 Temp:Crab Orchard, Ky."":76.5°F Wind:0.0mph Pressure: 30.00hpa Falling Rain Today 0.00in. Forecast: Unsettled, precipitation",2016-05-11 06:30:02
Trump 30, # newyork i am here # God is # good @Trump International Hotel And Tower https://www.instagram.com/p/BFPlMDhMgiu/,2016-05-11 06:26:48
Trump 31," Isn't one building on Pennsylvania Ave enough for him? @Trump International Hotel, Washington,… https://www.instagram.com/p/BFPkhG2temP/",2016-05-11 06:20:55
Trump 32," # Trump in 2016 Temp:Crab Orchard, Ky."":77.0°F Wind:0.0mph Pressure: 30.00hpa Falling Rain Today 0.00in. Forecast: Unsettled, precipitation",2016-05-11 06:15:01
Trump 33," @ realDonaldTrump Crooked, low rent, low energy, small hands Donnie! GET OFF OF TWITTER. .A-hole. @ cherokeesher2pic.twitter.com/KhqqgrbiIv",2016-05-11 06:11:43
Trump 34," @ CNNSitRoom @ marcorubio this guy is a tool. What I got out of his interview was that, He's willing to be a Trump monkey. It figures.",2016-05-11 06:11:13
