,0,1
Trump 1," There are two armed guards out in front! (@Trump Tower in New York, NY) https://www.swarmapp.com/c/anP630rxjEl",2016-06-13 07:58:05
Trump 2," # Trump in 2016 Temp:Crab Orchard, Ky."":84.4°F Wind:0.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-13 07:50:02
Trump 3, @ DrJillStein Get off twitter! You could cost the Democrat the election. Dad you really want Trump? Foolish woman!,2016-06-13 07:47:28
Trump 4, @ Outofnames @ realDonaldTrump THAT IS ANOTHER TRUMP LIE. LIES LIES LIES,2016-06-13 07:47:11
Trump 5, . @ realDonaldTrump Exactly for what are you being congratulated? Did you say more mass shootings will happen in the US? Stunning! # bemused,2016-06-13 07:46:47
Trump 6," # Trump in 2016 Temp:Crab Orchard, Ky."":84.6°F Wind:0.9mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-13 07:45:02
Trump 7," Peloton quick pedal... (@Trump Place 160 in New York, NY) https://www.swarmapp.com/c/3w737Ah8tVG",2016-06-13 07:44:48
Trump 8, Making America Great Again. # chicago @Trump International Hotel & Tower Chicago https://www.instagram.com/p/BGksHDTFOhN/,2016-06-13 07:42:44
Trump 9," # Trump in 2016 Temp:Crab Orchard, Ky."":84.7°F Wind:0.9mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-13 07:40:02
Trump 10, Do we really want Trump as President??? Trump faces backlash for tweets about Orlando shooting http://ti.me/21gnSNv via @ TIMEPolitics,2016-06-13 07:39:15
Trump 11," Because when all is said and done, I think that @ realdonaldtrump wasn't taught compassion and… https://www.instagram.com/p/BGkqojvyRQB/",2016-06-13 07:29:49
Trump 12," Because when all is said and done, I think that @ realdonaldtrump wasn't taught compassion and… https://www.instagram.com/p/BGkqojvyRQB/",2016-06-13 07:29:49
Trump 13," # Trump in 2016 Temp:Crab Orchard, Ky."":85.1°F Wind:0.9mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-13 07:20:02
Trump 14," Three trumpsters and a Trump. We do not support Donald Trump, we just think we're funny. Xx @… https://www.instagram.com/p/BGkpgG0uMtp/",2016-06-13 07:19:56
Trump 15," Love trumps hate. # pulse # loveislove # Orlando # lovenothate @Chicago, Illinois https://www.instagram.com/p/BGkpMqijgFr/",2016-06-13 07:17:17
Trump 16," # Trump in 2016 Temp:Crab Orchard, Ky."":85.3°F Wind:0.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-13 07:15:01
Trump 17, and that trump guy who supports them. And their mindset.,2016-06-13 07:14:29
Trump 18," # Trump in 2016 Temp:Crab Orchard, Ky."":85.6°F Wind:0.0mph Pressure: 30.03hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-06-13 07:10:01
Trump 19, Trump calls for Obama to step down following Orlanda shooting response http://dlvr.it/LXyzpG,2016-06-13 07:06:38
Trump 20, Just when I think Trump has reached his nadir...he goes even… https://www.instagram.com/p/BGknJxKA96c3kanCCZiWiLtr0SjGAhbwu5ETDM0/ …,2016-06-13 06:59:25
Trump 21, Donald J Trump is the president in 2017 yes. Make America Great Again. America vote Trump 2016 yes. pic.twitter.com/JadkwGQ9E8,2016-06-13 06:56:59
Trump 22," In 1,20,2017 the president of United States of America is Donald J Trump. pic.twitter.com/EEe0ggz88B",2016-06-13 06:55:22
Trump 23," Yes Trump, everyone should step down and America in turn will make you our lord commander.",2016-06-13 06:48:56
Trump 24," Trump calls for Obama to step down after not mentioning ""radical Islam"" during mass shooting speech http://via.fox59.com/WyuB7",2016-06-13 06:42:55
Trump 25, Here goes @ realDonaldTrump again...using a tragedy to advance his own hateful narrative.,2016-06-13 06:37:01
Trump 26," "" @ jjcabreraq: @ EnriqueKrauze @ TheWorldPost ..... TRUMP: un hombre confundido, CREE QUE PUEDE APAGAR INCENDIOS CON GASOLINA""",2016-06-13 06:31:57
Trump 27," # DeleteYourAccount @ realdonaldtrump # unqualified @Los Angeles, California https://www.instagram.com/p/BGkjMWqx0m4/",2016-06-13 06:24:50
Trump 28, Newsflash u been lied to by media trump clinton rnc dnc congress & potus Wake up @ Fixer_guy @ JoyAnnReid @ BernieSanders,2016-06-13 06:23:20
Trump 29," Most people mourn # Orlando victims in their tweets. Trump says ""I was right""? Narcissist! # DumpTrump",2016-06-13 06:23:20
Trump 30," For folks who wonder why Trump gets so nasty, remember, he's a New Yorker and owns property in New Jersey. 'Nuff said.",2016-06-13 06:17:50
Trump 31, @ realdonaldtrump # trump2016 # trumpforpresident # trumptrain # fuckobama # fuckobamacare… https://www.instagram.com/p/BGkh8qgxgUm/,2016-06-13 06:13:56
