,0,1
Trump 1," # Trump in 2016 Temp:Crab Orchard, Ky."":58.6°F Wind:0.0mph Pressure: 30.09hpa Falling slowly Rain Today 0.58in. Forecast: Showery, becoming",2016-05-19 07:50:04
Trump 2," ""Goofball"" Donnie.pic.twitter.com/iLnlXnMvh3",2016-05-19 07:48:55
Trump 3," 4 Bankruptcies. Broken Clock is right 2 times a day. ""Cialis"" Donnie wants to play name game. PLAY WITH ME.",2016-05-19 07:48:17
Trump 4," New York trends now: Howie Rose, scotus, Blake Lively, Trump's Supreme Court, # io16 and # BernieLostMe. http://toplocalnow.com/united-states/new-york/new-york-city?section=trends …",2016-05-19 07:42:38
Trump 5," # Trump in 2016 Temp:Crab Orchard, Ky."":58.8°F Wind:0.0mph Pressure: 30.09hpa Falling slowly Rain Today 0.58in. Forecast: Showery, becoming",2016-05-19 07:40:04
Trump 6, Good Doggie.,2016-05-19 07:36:54
Trump 7," Ya, bye. Keep trump & clinton. @Iberostar Playa Mita https://www.instagram.com/p/BFkTVtTg9Ld/",2016-05-19 07:34:54
Trump 8, Truth... @Trump National Golf Club https://www.instagram.com/p/BFkS2IAxgTu/,2016-05-19 07:30:35
Trump 9," # Trump in 2016 Temp:Crab Orchard, Ky."":59.0°F Wind:0.0mph Pressure: 30.09hpa Falling slowly Rain Today 0.58in. Forecast: Showery, becoming",2016-05-19 07:30:03
Trump 10," # Trump in 2016 Temp:Crab Orchard, Ky."":59.0°F Wind:0.0mph Pressure: 30.09hpa Steady Rain Today 0.58in. Forecast: Fine weather",2016-05-19 07:25:05
Trump 11," ""I'll never be satisfied with mediocrity — I'm looking to make a statement."" - Donald J. Trump… https://www.instagram.com/p/BFkRp49ra9M/",2016-05-19 07:20:11
Trump 12," # Trump in 2016 Temp:Crab Orchard, Ky."":59.0°F Wind:0.0mph Pressure: 30.12hpa Rising slowly Rain Today 0.58in. Forecast: Settled fine",2016-05-19 07:20:05
Trump 13, @ realDonaldTrump PLEASE HELP ME REACH MY GOAL For my # ENDALZ WALK PLEASE RT http://act.alz.org/site/TR?fr_id=9213&pg=personal&px=8326908 …pic.twitter.com/04AjnxBpZn,2016-05-19 07:16:05
Trump 14, Make America Great Again @Trump Tower New York https://www.instagram.com/p/BFkRC4MrkZK/,2016-05-19 07:14:51
Trump 15, don't. you. EVER. Compare Frisbee golf to Trump.,2016-05-19 07:05:44
Trump 16," Trump leads Clinton in Fox's new poll, gaining 10 points (against both Dems) since April. http://j.mp/1szLGRC",2016-05-19 07:03:10
Trump 17," has finally been given an international ""nickname"" Prime Minister Cameron calls him STUPIDpic.twitter.com/Nrz2pFqS5H",2016-05-19 07:01:40
Trump 18," # Trump in 2016 Temp:Crab Orchard, Ky."":59.2°F Wind:0.0mph Pressure: 30.12hpa Rising slowly Rain Today 0.58in. Forecast: Settled fine",2016-05-19 07:00:04
