,0,1
Trump 1, I agree with you Mr. TRUMP,2016-06-06 07:46:26
Trump 2, Truth... @Trump National Golf Club https://www.instagram.com/p/BGSq9C7xgVg/,2016-06-06 07:46:18
Trump 3, Magnificent. @Trump International Hotel & Tower Chicago https://www.instagram.com/p/BGSqMBelVH2/,2016-06-06 07:39:35
Trump 4," If it had been up to Trump, Muhammad Ali would have been banned from the American way of life # Muslimpersecution",2016-06-06 07:38:59
Trump 5," # Stigmabase | AM - Donald Trump: 'Look at my African-American over here' - Aw, look at my African-American over… http://dlvr.it/LV20x3",2016-06-06 07:33:11
Trump 6," # Stigmabase | AM - Donald Trump: 'Look at my African-American over here' - Aw, look at my African-American over… http://dlvr.it/LV20g6",2016-06-06 07:33:08
Trump 7," # Stigmabase | AM - Donald Trump: 'Look at my African-American over here' - Aw, look at my African-American over… http://dlvr.it/LV20PD",2016-06-06 07:33:06
Trump 8, Just a couple of guys being dudes @Trump National Golf Club… https://www.instagram.com/p/BGSoDvlJ7mBH7ae3tnxawwCT29kFh_if1cW1FY0/ …,2016-06-06 07:21:00
Trump 9," # Trump in 2016 Temp:Crab Orchard, Ky."":77.5°F Wind:2.2mph Pressure: 29.79hpa Steady Rain Today 0.29in. Forecast: Fairly fine, showers like",2016-06-06 07:20:02
Trump 10," # Trump in 2016 Temp:Crab Orchard, Ky."":77.5°F Wind:4.3mph Pressure: 29.79hpa Steady Rain Today 0.29in. Forecast: Fairly fine, showers like",2016-06-06 07:15:01
Trump 11," # Trump in 2016 Temp:Crab Orchard, Ky."":77.7°F Wind:2.7mph Pressure: 29.79hpa Steady Rain Today 0.29in. Forecast: Fairly fine, showers like",2016-06-06 07:10:02
Trump 12, Órale # trump ! @Bayside - Port of Miami https://www.instagram.com/p/BGSlwW8nto54JsMXzRVVNvkvEbvUAnivLZ7qtE0/ …,2016-06-06 07:00:52
Trump 13, Trump disgraces the party of Lincoln and Reagan and frightens any intelligent person!,2016-06-06 06:57:41
Trump 14," # Trump in 2016 Temp:Crab Orchard, Ky."":77.5°F Wind:2.2mph Pressure: 29.82hpa Steady Rain Today 0.29in. Forecast: Fine, possible showers",2016-06-06 06:55:01
Trump 15, Why Donald Trump pinatas are growing in popularity http://ctv.news/uH6nWJ,2016-06-06 06:54:08
Trump 16, Can't believe Donald Trump came all the way to Calgary for our lilac festival!!! # donaldtrump… https://www.instagram.com/p/BGSk5YvPiKW/,2016-06-06 06:53:23
Trump 17, “ @ TorontoStar: Donald Trump refers to Gregory Cheadle as ‘my African-American over here’ http://on.thestar.com/1Pb49II https://twitter.com/TorontoStar/status/739056607527591936/photo/MORON …!,2016-06-06 06:50:06
Trump 18," REAL LEADERS don't make weak threats, day after day, like TRUMP & OBAMA. REAL LEADERS say it 1 time, in one sentence pic.twitter.com/CKAy4FdCea",2016-06-06 06:49:40
Trump 19, . @ realDonaldTrump shifts position on # Libya http://politi.co/24qPgJe pic.twitter.com/uaCwxyoCIU,2016-06-06 06:41:38
Trump 20," @ kincannon_show Even if it were true, Trump University isn't ""Mex v. white.""",2016-06-06 06:38:24
Trump 21, I listened to trump vilifying the judge in his case and expanding to add others. It is obvious that (cont) http://tl.gd/nmfmm0,2016-06-06 06:35:47
Trump 22, http://DailyMail.co.uk -Black Republican congressional candidate Trump pointed out at campaign rally as… https://www.instagram.com/p/BGSiVt7m-Sw/,2016-06-06 06:31:03
Trump 23, Looking forward to see what # Trump will eat and post for # Ramadan! # dumpTrump! # nevertrump,2016-06-06 06:30:40
