,0,1
Trump 1," Jon Stewart calls Donald Trump a ""man-baby"" http://bos.gl/A0esaqN",2016-05-10 07:57:11
Trump 2, @AndrewTodd_01 @connor_mighell @HawkinsUSA The best anti-Trump ads are still being edited together.,2016-05-10 07:56:04
Trump 3, @CLbadbitches @ waterIilies @ fIopstar yeah fuck trump I agree,2016-05-10 07:48:55
Trump 4," # Trump in 2016 Temp:Crab Orchard, Ky."":72.0°F Wind:0.0mph Pressure: 29.97hpa Falling slowly Rain Today 0.00in. Forecast: Unsettled, precip",2016-05-10 07:45:02
Trump 5, Fuck Trump. # nyc @LaGuardia Airport https://www.instagram.com/p/BFNIxJqNHkG/,2016-05-10 07:39:58
Trump 6, @ JohnFromCranber You asked what will happen if Trump declares bankruptcy? War will happen. US will destabilize the world,2016-05-10 07:35:26
Trump 7," @ thehill Candidates children are immaterial with regards to policy making. In Trump's case, who cares?",2016-05-10 07:33:24
Trump 8," # Trump in 2016 Temp:Crab Orchard, Ky."":72.7°F Wind:1.1mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Showery, bright intervals",2016-05-10 07:30:01
Trump 9, @Fifty1stState@BreastsR4babies@jjbenz19@bozzione@realDonaldTrump Trying to divert attention from Trump's infidelities & crookery? He's done!,2016-05-10 07:27:52
Trump 10, @ IyaDea Trump should win. For a change. Lol yeah people from our country is not thinking very well. Pacquiao don’t deserve to be elected.,2016-05-10 07:25:51
Trump 11, Donald Trump appears more focused on settling scores http://bos.gl/XG6Wb72,2016-05-10 07:25:10
Trump 12, In front one of trump's building before he deports every human… https://www.instagram.com/p/BFNGyxeg4q88CM5bIEQ4OLCGSok6GwCkuTfSlE0/ …,2016-05-10 07:22:45
Trump 13, @ seanhannnity WE STAND W TRUMP we will vote gop e out if they don't support TRUMP I used to vote straight republican No more,2016-05-10 07:21:53
Trump 14, @ MSNBC @ CNNPolitics - LOL I see Ryan is starting to back peddle already! He WILL support Trump as he is just like all the rest of GOP!,2016-05-10 07:17:07
Trump 15, @ seanhannnity We voted for TRUMP bc we love him we voted4ryan bc we had no choice I believe RYAN wants HILLARY GOP dies 2016w/o TRUMP,2016-05-10 07:15:21
Trump 16," # Trump in 2016 Temp:Crab Orchard, Ky."":73.4°F Wind:0.0mph Pressure: 29.97hpa Falling slowly Rain Today 0.00in. Forecast: Unsettled, precip",2016-05-10 07:15:01
Trump 17," @ CNNPolitics - Carson is worried for his kids BUT he supports Trump! He's a wing nut,",2016-05-10 07:12:16
Trump 18, @ ABCWorldNews @ DavidMuir Hi David. I had a feeling Trump was going to bring up Bill Clinton's affair. How low could he possibly go to win?,2016-05-10 07:08:34
Trump 19," Last night I passed an abandoned building with a ""Trump Will Make America Great Again"" sign in the window. A homeless man slept in front.",2016-05-10 07:07:05
Trump 20, @ jowrotethis I'm totally shipping Drudge and Trump,2016-05-10 07:07:03
Trump 21, Sheltered & jdgmntl MT @daquenzer: @ cvpayne Diff btwn nominal / committd evanglcls. I'm committd evanglcl pastor. Know no trump supporters,2016-05-10 07:04:02
Trump 22," # Trump in 2016 Temp:Crab Orchard, Ky."":73.8°F Wind:0.0mph Pressure: 30.00hpa Steady Rain Today 0.00in. Forecast: Fine weather",2016-05-10 07:00:03
Trump 23, Could I BE any more patriotic?! Watching Civil War with Donald Trump! # Merica https://www.swarmapp.com/c/4qCFpH0ObdH pic.twitter.com/L5rGCCX7gC,2016-05-10 06:58:36
Trump 24," I guess ratings are more important, # trump repeatedly shuts down reporters and anchors on their own shows!!!",2016-05-10 06:57:50
